Sampling Statistics Report
==============================



Generated Samples:
Chain | Step
38      4.0000      0.0000            -2.3343     5.7265      0.0000       0.3583       0.3583          15.0000   
39      3.0000      0.0000            -3.2989     7.3514      0.0000       0.3583       0.3583          15.0000   
40      4.0000      0.0000            -9.4996     12.3941     0.0000       0.3583       0.3583          15.0000   
41      4.0000      0.0000            -14.7053    17.0160     0.0000       0.3583       0.3583          15.0000   
42      3.0000      0.0000            -5.9430     16.8517     0.0000       0.3583       0.3583          15.0000   
43      4.0000      0.0000            -3.4111     8.1635      0.0000       0.3583       0.3583          7.0000    
44      4.0000      0.0000            -3.3365     7.8359      0.0000       0.3583       0.3583          15.0000   
45      4.0000      0.0000            -3.2257     8.4784      0.0000       0.3583       0.3583          31.0000   
46      3.0000      0.0000            -9.2647     10.6183     0.0000       0.3583       0.3583          15.0000   
47      4.0000      0.0000            -6.6172     15.0930     0.0000       0.3583       0.3583          7.0000    
48      4.0000      0.0000            -5.0408     9.0703      0.0000       0.3583       0.3583          15.0000   
49      5.0000      0.0000            -6.9106     15.0223     0.0000       0.3583       0.3583          15.0000   
50      3.0000      0.0000            -6.7590     11.3642     0.0000       0.3583       0.3583          31.0000   
51      4.0000      0.0000            -7.4311     13.8941     0.0000       0.3583       0.3583          7.0000    
52      3.0000      0.0000            -6.0118     8.8649      0.0000       0.3583       0.3583          31.0000   
53      4.0000      0.0000            -9.6855     12.0643     0.0000       0.3583       0.3583          7.0000    
54      4.0000      0.0000            -2.6006     12.1509     0.0000       0.3583       0.3583          15.0000   
55      3.0000      0.0000            -5.4694     9.6015      0.0000       0.3583       0.3583          15.0000   
56      4.0000      0.0000            -7.3421     10.3590     0.0000       0.3583       0.3583          15.0000   
57      4.0000      0.0000            -4.4934     10.7062     0.0000       0.3583       0.3583          15.0000   
58      4.0000      0.0000            -5.5776     9.1164      0.0000       0.3583       0.3583          31.0000   
59      4.0000      0.0000            -3.9576     8.5248      0.0000       0.3583       0.3583          31.0000   
60      4.0000      0.0000            -3.1625     8.1344      0.0000       0.3583       0.3583          15.0000   
61      4.0000      0.0000            -6.2013     10.1765     0.0000       0.3583       0.3583          31.0000   
62      4.0000      0.0000            -3.3251     11.0569     0.0000       0.3583       0.3583          15.0000   
63      3.0000      0.0000            -5.7568     10.4547     0.0000       0.3583       0.3583          15.0000   
64      3.0000      0.0000            -4.3714     9.0509      0.0000       0.3583       0.3583          15.0000   
65      4.0000      0.0000            -3.4118     8.5292      0.0000       0.3583       0.3583          15.0000   
66      3.0000      0.0000            -5.0459     8.6645      0.0000       0.3583       0.3583          15.0000   
67      4.0000      0.0000            -4.3532     8.9651      0.0000       0.3583       0.3583          7.0000    
68      4.0000      0.0000            -4.4651     9.5690      0.0000       0.3583       0.3583          15.0000   
69      3.0000      0.0000            -2.2954     10.4173     0.0000       0.3583       0.3583          15.0000   
70      5.0000      0.0000            -1.8711     7.0131      0.0000       0.3583       0.3583          15.0000   
71      4.0000      0.0000            -2.4994     6.6729      0.0000       0.3583       0.3583          31.0000   
72      4.0000      0.0000            -2.5127     4.6384      0.0000       0.3583       0.3583          31.0000   
73      4.0000      0.0000            -2.5263     3.5320      0.0000       0.3583       0.3583          15.0000   
74      4.0000      0.0000            -5.7285     10.2397     0.0000       0.3583       0.3583          15.0000   
75      4.0000      0.0000            -2.4075     12.3017     0.0000       0.3583       0.3583          15.0000   
76      4.0000      0.0000            -2.1820     7.5874      0.0000       0.3583       0.3583          15.0000   
77      4.0000      0.0000            -2.5648     7.3831      0.0000       0.3583       0.3583          31.0000   
78      3.0000      0.0000            -4.2303     6.0171      0.0000       0.3583       0.3583          15.0000   
79      4.0000      0.0000            -5.9137     13.0925     0.0000       0.3583       0.3583          7.0000    
80      4.0000      0.0000            -3.5945     8.1706      0.0000       0.3583       0.3583          15.0000   
81      4.0000      0.0000            -1.8041     5.4731      0.0000       0.3583       0.3583          31.0000   
82      3.0000      0.0000            -1.9410     5.6801      0.0000       0.3583       0.3583          15.0000   
83      4.0000      0.0000            -6.0794     8.3669      0.0000       0.3583       0.3583          15.0000   
84      4.0000      0.0000            -2.6825     12.1590     0.0000       0.3583       0.3583          15.0000   
85      4.0000      0.0000            -2.4607     4.7656      0.0000       0.3583       0.3583          15.0000   
86      5.0000      0.0000            -3.9848     7.1421      0.0000       0.3583       0.3583          15.0000   
87      4.0000      0.0000            -3.5078     7.2216      0.0000       0.3583       0.3583          31.0000   
88      4.0000      0.0000            -3.6811     7.3628      0.0000       0.3583       0.3583          15.0000   
89      3.0000      0.0000            -5.7531     9.7044      0.0000       0.3583       0.3583          15.0000   
90      5.0000      0.0000            -7.0188     11.7805     0.0000       0.3583       0.3583          15.0000   
91      4.0000      0.0000            -3.3452     11.7946     0.0000       0.3583       0.3583          31.0000   
92      4.0000      0.0000            -4.7236     5.7825      0.0000       0.3583       0.3583          31.0000   
93      4.0000      0.0000            -7.8454     13.2877     0.0000       0.3583       0.3583          15.0000   
94      3.0000      0.0000            -6.6523     11.3143     0.0000       0.3583       0.3583          15.0000   
95      4.0000      0.0000            -6.4812     9.4613      0.0000       0.3583       0.3583          15.0000   
96      4.0000      0.0000            -4.0736     12.8906     0.0000       0.3583       0.3583          15.0000   
97      5.0000      0.0000            -6.6848     13.6701     0.0000       0.3583       0.3583          15.0000   
98      3.0000      0.0000            -6.8945     13.5308     0.0000       0.3583       0.3583          31.0000   
99      3.0000      0.0000            -6.9618     10.4359     0.0000       0.3583       0.3583          7.0000    
100     4.0000      0.0000            -2.0988     12.0138     0.0000       0.3583       0.3583          7.0000    

Chain 1
Step    depth       maxdepth_reached  logp        energy      diverging    step_size    step_size_bar   n_steps   
--------------------------------------------------------------------------------------------------------------------------
1       3.0000      0.0000            -3.7924     7.4523      0.0000       0.3859       0.3859          15.0000   
2       4.0000      0.0000            -2.2407     4.9876      0.0000       0.3859       0.3859          15.0000   
3       4.0000      0.0000            -5.5809     7.9959      0.0000       0.3859       0.3859          15.0000   
4       4.0000      0.0000            -5.6674     9.0863      0.0000       0.3859       0.3859          15.0000   
5       4.0000      0.0000            -4.3372     8.4173      0.0000       0.3859       0.3859          15.0000   
6       4.0000      0.0000            -3.3722     6.5309      0.0000       0.3859       0.3859          15.0000   
7       4.0000      0.0000            -5.1213     9.6086      0.0000       0.3859       0.3859          15.0000   
8       4.0000      0.0000            -1.5105     8.1348      0.0000       0.3859       0.3859          15.0000   
9       4.0000      0.0000            -2.2050     8.4910      0.0000       0.3859       0.3859          15.0000   
10      3.0000      0.0000            -3.7159     5.7255      0.0000       0.3859       0.3859          15.0000   
11      3.0000      0.0000            -2.3158     7.7057      0.0000       0.3859       0.3859          7.0000    
12      4.0000      0.0000            -5.9973     10.5659     0.0000       0.3859       0.3859          15.0000   
13      4.0000      0.0000            -5.0377     10.5917     0.0000       0.3859       0.3859          15.0000   
14      4.0000      0.0000            -7.1653     12.4143     0.0000       0.3859       0.3859          15.0000   
15      4.0000      0.0000            -4.0562     11.2456     0.0000       0.3859       0.3859          15.0000   
16      4.0000      0.0000            -6.8924     12.4783     0.0000       0.3859       0.3859          15.0000   
17      3.0000      0.0000            -6.4203     12.2777     0.0000       0.3859       0.3859          23.0000   
18      4.0000      0.0000            -6.1278     10.0047     0.0000       0.3859       0.3859          7.0000    
19      4.0000      0.0000            -6.3659     11.8919     0.0000       0.3859       0.3859          31.0000   
20      4.0000      0.0000            -8.2758     11.8888     0.0000       0.3859       0.3859          15.0000   
21      4.0000      0.0000            -5.1620     9.5066      0.0000       0.3859       0.3859          15.0000   
22      4.0000      0.0000            -5.2813     9.1232      0.0000       0.3859       0.3859          15.0000   
23      4.0000      0.0000            -7.5452     12.2645     0.0000       0.3859       0.3859          31.0000   
24      3.0000      0.0000            -3.6439     8.3925      0.0000       0.3859       0.3859          15.0000   
25      3.0000      0.0000            -2.5219     7.0720      0.0000       0.3859       0.3859          7.0000    
26      3.0000      0.0000            -2.1793     4.7002      0.0000       0.3859       0.3859          15.0000   
27      4.0000      0.0000            -4.9324     6.9055      0.0000       0.3859       0.3859          15.0000   
28      4.0000      0.0000            -5.4091     11.6878     0.0000       0.3859       0.3859          15.0000   
29      4.0000      0.0000            -2.5102     7.1420      0.0000       0.3859       0.3859          15.0000   
30      3.0000      0.0000            -4.3732     8.0394      0.0000       0.3859       0.3859          15.0000   
31      3.0000      0.0000            -3.8952     10.6267     0.0000       0.3859       0.3859          15.0000   
32      4.0000      0.0000            -3.9980     7.4604      0.0000       0.3859       0.3859          15.0000   
33      4.0000      0.0000            -4.9749     8.1661      0.0000       0.3859       0.3859          15.0000   
34      4.0000      0.0000            -5.2844     10.1205     0.0000       0.3859       0.3859          15.0000   
35      4.0000      0.0000            -5.9301     11.7888     0.0000       0.3859       0.3859          31.0000   
36      3.0000      0.0000            -5.6863     8.6604      0.0000       0.3859       0.3859          31.0000   
37      4.0000      0.0000            -4.7896     9.5934      0.0000       0.3859       0.3859          7.0000    
38      3.0000      0.0000            -2.0829     5.8039      0.0000       0.3859       0.3859          15.0000   
39      4.0000      0.0000            -5.5389     12.2349     0.0000       0.3859       0.3859          7.0000    
40      4.0000      0.0000            -3.1059     7.5663      0.0000       0.3859       0.3859          23.0000   
41      5.0000      0.0000            -2.6168     4.0930      0.0000       0.3859       0.3859          23.0000   
42      3.0000      0.0000            -2.6290     6.3362      0.0000       0.3859       0.3859          31.0000   
43      4.0000      0.0000            -2.8142     6.2329      0.0000       0.3859       0.3859          15.0000   
44      5.0000      0.0000            -4.2515     6.3789      0.0000       0.3859       0.3859          31.0000   
45      4.0000      0.0000            -8.6409     11.7817     0.0000       0.3859       0.3859          31.0000   
46      4.0000      0.0000            -4.8539     12.2848     0.0000       0.3859       0.3859          31.0000   
47      4.0000      0.0000            -2.4595     7.0727      0.0000       0.3859       0.3859          31.0000   
48      3.0000      0.0000            -3.5167     6.5612      0.0000       0.3859       0.3859          15.0000   
49      4.0000      0.0000            -5.8328     11.8934     0.0000       0.3859       0.3859          7.0000    
50      4.0000      0.0000            -9.1901     13.1016     0.0000       0.3859       0.3859          31.0000   
51      4.0000      0.0000            -9.7393     14.1934     0.0000       0.3859       0.3859          15.0000   
52      4.0000      0.0000            -8.2550     14.8141     0.0000       0.3859       0.3859          31.0000   
53      3.0000      0.0000            -6.4883     12.2740     0.0000       0.3859       0.3859          15.0000   
54      4.0000      0.0000            -4.7315     9.6494      0.0000       0.3859       0.3859          15.0000   
55      5.0000      0.0000            -3.5421     10.3058     0.0000       0.3859       0.3859          31.0000   
56      4.0000      0.0000            -2.3067     6.4394      0.0000       0.3859       0.3859          31.0000   
57      4.0000      0.0000            -4.0887     6.9480      0.0000       0.3859       0.3859          31.0000   
58      4.0000      0.0000            -6.0941     13.5125     0.0000       0.3859       0.3859          15.0000   
59      4.0000      0.0000            -4.2777     9.4120      0.0000       0.3859       0.3859          15.0000   
60      4.0000      0.0000            -7.4535     13.5267     0.0000       0.3859       0.3859          15.0000   
61      4.0000      0.0000            -6.1191     9.8507      0.0000       0.3859       0.3859          15.0000   
62      5.0000      0.0000            -7.5727     14.0348     0.0000       0.3859       0.3859          15.0000   
63      4.0000      0.0000            -4.9659     9.7702      0.0000       0.3859       0.3859          31.0000   
64      4.0000      0.0000            -5.2138     11.3743     0.0000       0.3859       0.3859          15.0000   
65      3.0000      0.0000            -3.6219     6.8416      0.0000       0.3859       0.3859          15.0000   
66      5.0000      0.0000            -3.4479     7.0351      0.0000       0.3859       0.3859          7.0000    
67      4.0000      0.0000            -3.8134     7.7357      0.0000       0.3859       0.3859          31.0000   
68      4.0000      0.0000            -6.6504     9.2869      0.0000       0.3859       0.3859          31.0000   
69      4.0000      0.0000            -6.0662     13.0041     0.0000       0.3859       0.3859          31.0000   
70      3.0000      0.0000            -8.0674     9.4910      0.0000       0.3859       0.3859          15.0000   
71      4.0000      0.0000            -5.9904     10.3130     0.0000       0.3859       0.3859          7.0000    
72      4.0000      0.0000            -4.4804     12.0262     0.0000       0.3859       0.3859          15.0000   
73      4.0000      0.0000            -6.1739     11.6703     0.0000       0.3859       0.3859          23.0000   
74      5.0000      0.0000            -7.4403     11.2376     0.0000       0.3859       0.3859          15.0000   
75      4.0000      0.0000            -7.9523     11.4620     0.0000       0.3859       0.3859          31.0000   
76      4.0000      0.0000            -5.5164     9.6006      0.0000       0.3859       0.3859          15.0000   
77      4.0000      0.0000            -4.4383     11.4431     0.0000       0.3859       0.3859          15.0000   
78      4.0000      0.0000            -4.0695     8.2364      0.0000       0.3859       0.3859          31.0000   
79      4.0000      0.0000            -3.4769     11.8956     0.0000       0.3859       0.3859          15.0000   
80      3.0000      0.0000            -1.8466     6.4484      0.0000       0.3859       0.3859          15.0000   
81      3.0000      0.0000            -4.8452     10.5087     0.0000       0.3859       0.3859          7.0000    
82      4.0000      0.0000            -8.9139     14.0870     0.0000       0.3859       0.3859          15.0000   
83      5.0000      0.0000            -5.8091     12.3048     0.0000       0.3859       0.3859          15.0000   
84      4.0000      0.0000            -11.2506    15.5888     0.0000       0.3859       0.3859          31.0000   
85      4.0000      0.0000            -5.4482     14.0243     0.0000       0.3859       0.3859          15.0000   
86      4.0000      0.0000            -6.9861     10.4994     0.0000       0.3859       0.3859          15.0000   
87      3.0000      0.0000            -8.4022     12.9157     0.0000       0.3859       0.3859          15.0000   
88      4.0000      0.0000            -14.0944    20.2555     0.0000       0.3859       0.3859          15.0000   
89      3.0000      0.0000            -8.1052     16.0426     0.0000       0.3859       0.3859          15.0000   
90      4.0000      0.0000            -3.0265     12.2954     0.0000       0.3859       0.3859          7.0000    
91      4.0000      0.0000            -1.1532     6.7214      0.0000       0.3859       0.3859          15.0000   
92      3.0000      0.0000            -4.8428     9.6667      0.0000       0.3859       0.3859          15.0000   
93      5.0000      0.0000            -5.4090     10.4484     0.0000       0.3859       0.3859          7.0000    
94      4.0000      0.0000            -3.1481     7.5298      0.0000       0.3859       0.3859          31.0000   
95      4.0000      0.0000            -5.8819     10.7335     0.0000       0.3859       0.3859          15.0000   
96      5.0000      0.0000            -4.5272     8.0834      0.0000       0.3859       0.3859          15.0000   
97      4.0000      0.0000            -4.5878     7.7823      0.0000       0.3859       0.3859          31.0000   
98      4.0000      0.0000            -5.1520     8.9343      0.0000       0.3859       0.3859          15.0000   
99      5.0000      0.0000            -5.9107     10.6102     0.0000       0.3859       0.3859          31.0000   
100     4.0000      0.0000            -4.3797     8.5013      0.0000       0.3859       0.3859          31.0000   
